Datetime	Emma	Callum
2017-06-28 13:50	698	811
2017-06-28 13:51	700	812
2017-06-28 13:51	697	810
2017-06-28 13:52	685	811
2017-06-28 13:53	677	812
2017-06-28 13:54	679	811
2017-06-28 13:54	683	812
2017-06-28 13:55	670	812
2017-06-28 13:56	669	813
2017-06-28 13:57	674	812
2017-06-28 13:57	676	811
2017-06-28 13:58	677	809
2017-06-28 13:59	680	810
2017-06-28 14:00	683	809
2017-06-28 14:00	686	809
2017-06-28 14:01	685	810
2017-06-28 14:02	684	809
2017-06-28 14:03	682	809
2017-06-28 14:03	681	809
2017-06-28 14:04	683	810
2017-06-28 14:05	685	809
2017-06-28 14:06	686	810
2017-06-28 14:06	688	809
2017-06-28 14:07	689	810
2017-06-28 14:08	690	810
2017-06-28 14:09	694	812
2017-06-28 14:09	693	812
2017-06-28 14:10	697	811
2017-06-28 14:11	699	812
2017-06-28 14:12	697	811
2017-06-28 14:12	701	812
2017-06-28 14:13	700	812
2017-06-28 14:14	702	811
2017-06-28 14:15	700	811
2017-06-28 14:15	704	811
2017-06-28 14:16	702	814
2017-06-28 14:17	699	812
2017-06-28 14:18	700	813
2017-06-28 14:18	701	810
2017-06-28 14:19	703	810
2017-06-28 14:20	709	809
2017-06-28 14:21	713	807
2017-06-28 14:21	714	808
2017-06-28 14:22	718	810
2017-06-28 14:23	724	810
2017-06-28 14:24	728	810
2017-06-28 14:24	725	814
2017-06-28 14:25	706	814
2017-06-28 14:26	697	814
2017-06-28 14:27	684	814
2017-06-28 14:27	676	814
2017-06-28 14:28	669	814
2017-06-28 14:29	664	811
2017-06-28 14:30	660	809
2017-06-28 14:30	657	811
2017-06-28 14:31	657	810
2017-06-28 14:32	656	810
2017-06-28 14:33	652	810
2017-06-28 14:33	654	810
2017-06-28 14:34	657	810
2017-06-28 14:35	658	810
2017-06-28 14:36	663	810
2017-06-28 14:36	663	811
2017-06-28 14:37	665	812
2017-06-28 14:38	664	811
2017-06-28 14:39	666	811
2017-06-28 14:39	667	811
2017-06-28 14:40	668	810
2017-06-28 14:41	669	810
2017-06-28 14:42	671	810
2017-06-28 14:42	676	810
2017-06-28 14:43	677	810
2017-06-28 14:44	680	810
2017-06-28 14:45	685	809
2017-06-28 14:45	685	809
2017-06-28 14:46	681	810
2017-06-28 14:47	676	810
2017-06-28 14:48	677	809
2017-06-28 14:48	676	810
2017-06-28 14:49	675	810
2017-06-28 14:50	676	810
2017-06-28 14:51	679	809
2017-06-28 14:51	680	809
2017-06-28 14:52	683	809
2017-06-28 14:53	685	811
2017-06-28 14:54	685	811
2017-06-28 14:54	690	809
2017-06-28 14:55	688	810
2017-06-28 14:56	692	810
2017-06-28 14:57	684	810
2017-06-28 14:57	681	810
2017-06-28 14:58	677	811
2017-06-28 14:59	675	812
2017-06-28 15:00	672	812
2017-06-28 15:00	671	812
2017-06-28 15:01	671	812
2017-06-28 15:02	673	813
2017-06-28 15:03	675	812
2017-06-28 15:03	680	813
2017-06-28 15:04	686	813
2017-06-28 15:05	688	814
2017-06-28 15:06	691	813
2017-06-28 15:06	692	814
2017-06-28 15:07	694	814
2017-06-28 15:08	692	813
2017-06-28 15:09	675	813
2017-06-28 15:09	678	811
2017-06-28 15:10	686	811
2017-06-28 15:11	699	810
2017-06-28 15:12	690	810
2017-06-28 15:12	686	809
2017-06-28 15:13	682	809
2017-06-28 15:14	681	809
2017-06-28 15:15	675	799
2017-06-28 15:15	667	801
2017-06-28 15:16	666	799
2017-06-28 15:17	663	801
2017-06-28 15:18	660	799
2017-06-28 15:18	661	808
2017-06-28 15:19	659	808
2017-06-28 15:20	658	807
2017-06-28 15:21	657	807
2017-06-28 15:21	656	807
2017-06-28 15:22	657	806
2017-06-28 15:23	656	806
2017-06-28 15:24	807	805
2017-06-28 15:24	728	805
2017-06-28 15:25	738	805
2017-06-28 15:26	743	805
2017-06-28 15:27	747	805
2017-06-28 15:27	750	805
2017-06-28 15:28	748	806
2017-06-28 15:29	750	806
2017-06-28 15:30	764	805
2017-06-28 15:30	761	805
2017-06-28 15:31	762	807
2017-06-28 15:32	769	808
2017-06-28 15:33	769	807
2017-06-28 15:33	768	808
2017-06-28 15:34	775	809
2017-06-28 15:35	765	809
2017-06-28 15:36	749	809
2017-06-28 15:36	742	809
2017-06-28 15:37	738	809
2017-06-28 15:38	735	808
2017-06-28 15:39	733	809
2017-06-28 15:39	731	808
2017-06-28 15:40	740	807
2017-06-28 15:41	740	807
2017-06-28 15:42	738	807
2017-06-28 15:42	739	807
2017-06-28 15:43	739	807
2017-06-28 15:44	767	807
2017-06-28 15:45	748	808
2017-06-28 15:45	737	808
2017-06-28 15:46	748	810
2017-06-28 15:47	751	808
2017-06-28 15:48	756	808
2017-06-28 15:48	765	808
2017-06-28 15:49	776	808
2017-06-28 15:50	770	808
2017-06-28 15:51	768	809
2017-06-28 15:51	769	809
2017-06-28 15:52	771	809
2017-06-28 15:53	767	808
2017-06-28 15:54	767	808
2017-06-28 15:54	763	808
2017-06-28 15:55	769	807
2017-06-28 15:56	749	808
2017-06-28 15:57	745	808
2017-06-28 15:57	739	808
2017-06-28 15:58	738	807
2017-06-28 15:59	743	806
2017-06-28 16:00	748	807
2017-06-28 16:00	750	807
2017-06-28 16:01	740	807
2017-06-28 16:02	755	807
2017-06-28 16:03	753	807
2017-06-28 16:03	761	806
2017-06-28 16:04	757	807
2017-06-28 16:05	754	807
2017-06-28 16:06	747	807
2017-06-28 16:06	747	807
2017-06-28 16:07	751	808
2017-06-28 16:08	764	809
2017-06-28 16:09	749	809
2017-06-28 16:09	744	808
2017-06-28 16:10	758	809
2017-06-28 16:11	756	809
2017-06-28 16:12	762	811
2017-06-28 16:12	746	811
2017-06-28 16:13	757	811
2017-06-28 16:14	768	812
2017-06-28 16:15	777	812
2017-06-28 16:15	770	812
2017-06-28 16:16	768	813
2017-06-28 16:17	764	812
2017-06-28 16:18	766	810
2017-06-28 16:18	765	810
2017-06-28 16:19	762	809
2017-06-28 16:20	758	809
2017-06-28 16:21	754	808
2017-06-28 16:21	754	809
2017-06-28 16:22	752	809
2017-06-28 16:23	752	808
2017-06-28 16:24	752	808
2017-06-28 16:24	750	808
2017-06-28 16:25	751	808
2017-06-28 16:26	748	808
2017-06-28 16:27	753	808
2017-06-28 16:27	754	808
2017-06-28 16:28	755	809
2017-06-28 16:29	755	808
2017-06-28 16:30	756	810
2017-06-28 16:30	758	810
2017-06-28 16:31	760	809
2017-06-28 16:32	765	807
2017-06-28 16:33	768	805
2017-06-28 16:33	775	807
2017-06-28 16:34	777	809
2017-06-28 16:35	781	808
2017-06-28 16:36	783	808
2017-06-28 16:36	787	808
2017-06-28 16:37	789	810
2017-06-28 16:38	792	810
2017-06-28 16:39	795	811
2017-06-28 16:39	792	810
2017-06-28 16:40	789	809
2017-06-28 16:41	790	809
2017-06-28 16:42	789	809
2017-06-28 16:42	779	809
2017-06-28 16:43	776	808
2017-06-28 16:44	776	809
2017-06-28 16:45	772	808
2017-06-28 16:45	768	806
2017-06-28 16:46	762	807
2017-06-28 16:47	758	809
2017-06-28 16:48	756	808
2017-06-28 16:48	757	806
2017-06-28 16:49	754	805
2017-06-28 16:50	753	808
2017-06-28 16:51	751	808
2017-06-28 16:51	751	808
2017-06-28 16:52	751	809
2017-06-28 16:53	752	809
2017-06-28 16:54	752	808
2017-06-28 16:54	754	807
2017-06-28 16:55	754	808
2017-06-28 16:56	753	808
2017-06-28 16:57	754	809
2017-06-28 16:57	755	810
2017-06-28 16:58	755	809
2017-06-28 16:59	756	811
2017-06-28 17:00	757	805
2017-06-28 17:00	760	812
2017-06-28 17:01	762	814
2017-06-28 17:02	763	814
2017-06-28 17:03	767	814
2017-06-28 17:03	767	814
2017-06-28 17:04	768	814
2017-06-28 17:05	765	816
2017-06-28 17:06	766	816
2017-06-28 17:06	766	816
2017-06-28 17:07	766	814
2017-06-28 17:08	768	816
2017-06-28 17:09	768	817
2017-06-28 17:09	770	817
2017-06-28 17:10	773	818
2017-06-28 17:11	774	817
2017-06-28 17:12	777	817
2017-06-28 17:12	774	816
2017-06-28 17:13	772	817
2017-06-28 17:14	770	816
2017-06-28 17:15	769	813
2017-06-28 17:15	767	815
2017-06-28 17:16	766	815
2017-06-28 17:17	767	814
2017-06-28 17:18	766	813
2017-06-28 17:18	766	813
2017-06-28 17:19	771	815
2017-06-28 17:20	777	815
2017-06-28 17:21	776	815
2017-06-28 17:21	775	816
2017-06-28 17:22	772	816
2017-06-28 17:23	769	815
2017-06-28 17:24	765	814
2017-06-28 17:24	763	814
2017-06-28 17:25	761	814
2017-06-28 17:26	759	814
2017-06-28 17:27	759	814
2017-06-28 17:27	758	812
2017-06-28 17:28	757	813
2017-06-28 17:29	755	813
2017-06-28 17:30	752	814
2017-06-28 17:30	751	813
2017-06-28 17:31	750	812
2017-06-28 17:32	747	815
2017-06-28 17:33	747	813
2017-06-28 17:33	747	813
2017-06-28 17:34	749	814
2017-06-28 17:35	751	813
2017-06-28 17:36	754	814
2017-06-28 17:36	759	814
2017-06-28 17:37	762	814
2017-06-28 17:38	764	785
2017-06-28 17:39	767	260
2017-06-28 17:39	767	262
2017-06-28 17:40	768	263
2017-06-28 17:41	769	273
2017-06-28 17:42	770	811
2017-06-28 17:42	769	818
2017-06-28 17:43	770	820
2017-06-28 17:44	772	819
2017-06-28 17:45	774	818
2017-06-28 17:45	790	817
2017-06-28 17:46	802	815
2017-06-28 17:47	807	815
2017-06-28 17:48	806	814
2017-06-28 17:49	804	814
2017-06-28 17:49	805	814
2017-06-28 17:50	804	814
2017-06-28 17:51	801	814
2017-06-28 17:52	798	815
2017-06-28 17:52	795	814
2017-06-28 17:53	799	815
2017-06-28 17:54	801	814
2017-06-28 17:55	799	815
2017-06-28 17:55	797	815
2017-06-28 17:56	795	814
2017-06-28 17:57	794	814
2017-06-28 17:58	793	814
2017-06-28 17:58	794	813
2017-06-28 17:59	793	814
2017-06-28 18:00	793	814
2017-06-28 18:01	794	814
2017-06-28 18:01	794	785
2017-06-28 18:02	795	249
2017-06-28 18:03	799	249
2017-06-28 18:04	801	253
2017-06-28 18:04	798	255
2017-06-28 18:05	795	257
2017-06-28 18:06	790	256
2017-06-28 18:07	787	256
2017-06-28 18:07	786	256
2017-06-28 18:08	786	255
2017-06-28 18:09	784	256
2017-06-28 18:10	783	255
2017-06-28 18:10	782	246
2017-06-28 18:11	781	784
2017-06-28 18:12	780	809
2017-06-28 18:13	685	818
2017-06-28 18:13	358	819
2017-06-28 18:14	354	818
2017-06-28 18:15	344	817
2017-06-28 18:16	340	815
2017-06-28 18:16	333	815
2017-06-28 18:17	328	814
2017-06-28 18:18	327	814
2017-06-28 18:19	330	814
2017-06-28 18:19	336	813
2017-06-28 18:20	331	813
2017-06-28 18:21	332	812
2017-06-28 18:22	324	812
2017-06-28 18:22	316	811
2017-06-28 18:23	311	812
2017-06-28 18:24	310	811
2017-06-28 18:25	306	813
2017-06-28 18:25	303	812
2017-06-28 18:26	305	810
2017-06-28 18:27	301	811
2017-06-28 18:28	298	811
2017-06-28 18:28	297	811
2017-06-28 18:29	298	810
2017-06-28 18:30	296	810
2017-06-28 18:31	302	810
2017-06-28 18:31	307	811
2017-06-28 18:32	320	811
2017-06-28 18:33	327	808
2017-06-28 18:34	335	808
2017-06-28 18:34	340	809
2017-06-28 18:35	349	808
2017-06-28 18:36	349	809
2017-06-28 18:37	353	115
2017-06-28 18:37	353	114
2017-06-28 18:38	352	116
2017-06-28 18:39	361	192
2017-06-28 18:40	373	213
2017-06-28 18:40	391	226
2017-06-28 18:41	399	230
2017-06-28 18:42	407	230
2017-06-28 18:43	413	230
2017-06-28 18:43	426	230
2017-06-28 18:44	419	231
2017-06-28 18:45	403	232
2017-06-28 18:46	391	232
2017-06-28 18:46	382	232
2017-06-28 18:47	364	230
2017-06-28 18:48	349	229
2017-06-28 18:49	344	229
2017-06-28 18:49	339	228
2017-06-28 18:50	338	228
2017-06-28 18:51	337	229
2017-06-28 18:52	340	229
2017-06-28 18:52	661	229
2017-06-28 18:53	741	228
2017-06-28 18:54	770	227
2017-06-28 18:55	780	225
2017-06-28 18:55	785	224
2017-06-28 18:56	787	222
2017-06-28 18:57	785	221
2017-06-28 18:58	783	220
2017-06-28 18:58	781	219
2017-06-28 18:59	779	218
2017-06-28 19:00	777	217
2017-06-28 19:01	774	216
2017-06-28 19:01	771	215
2017-06-28 19:02	770	215
2017-06-28 19:03	770	214
2017-06-28 19:04	769	215
2017-06-28 19:04	768	214
2017-06-28 19:05	773	738
2017-06-28 19:06	787	787
2017-06-28 19:07	789	808
2017-06-28 19:07	785	815
2017-06-28 19:08	785	818
2017-06-28 19:09	788	817
2017-06-28 19:10	791	816
2017-06-28 19:10	793	814
2017-06-28 19:11	795	814
2017-06-28 19:12	796	814
2017-06-28 19:13	262	814
2017-06-28 19:13	257	813
2017-06-28 19:14	251	813
2017-06-28 19:15	240	813
2017-06-28 19:16	237	813
2017-06-28 19:16	231	812
2017-06-28 19:17	217	811
2017-06-28 19:18	218	811
2017-06-28 19:19	211	811
2017-06-28 19:19	220	811
2017-06-28 19:20	224	811
2017-06-28 19:21	230	811
2017-06-28 19:22	229	811
2017-06-28 19:22	224	810
2017-06-28 19:23	223	810
2017-06-28 19:24	227	811
2017-06-28 19:25	222	811
2017-06-28 19:25	224	807
2017-06-28 19:26	222	807
2017-06-28 19:27	237	807
2017-06-28 19:28	245	810
2017-06-28 19:28	243	810
2017-06-28 19:29	263	411
2017-06-28 19:30	276	213
2017-06-28 19:31	278	212
2017-06-28 19:31	285	211
2017-06-28 19:32	277	211
2017-06-28 19:33	268	212
2017-06-28 19:34	252	212
2017-06-28 19:34	238	212
2017-06-28 19:35	224	212
2017-06-28 19:36	213	211
2017-06-28 19:37	205	211
2017-06-28 19:37	199	211
2017-06-28 19:38	193	211
2017-06-28 19:39	189	211
2017-06-28 19:40	185	211
2017-06-28 19:40	178	211
2017-06-28 19:41	172	211
2017-06-28 19:42	170	210
2017-06-28 19:43	168	210
2017-06-28 19:43	156	92
2017-06-28 19:44	158	92
2017-06-28 19:45	158	93
2017-06-28 19:46	157	94
2017-06-28 19:46	153	93
2017-06-28 19:47	150	92
2017-06-28 19:48	140	90
2017-06-28 19:49	134	89
2017-06-28 19:49	133	87
2017-06-28 19:50	133	86
2017-06-28 19:51	140	85
2017-06-28 19:52	137	85
2017-06-28 19:52	135	85
2017-06-28 19:53	129	84
2017-06-28 19:54	127	83
2017-06-28 19:55	123	82
2017-06-28 19:55	124	82
2017-06-28 19:56	120	81
2017-06-28 19:57	114	80
2017-06-28 19:58	108	80
2017-06-28 19:58	104	80
2017-06-28 19:59	100	79
2017-06-28 20:00	108	79
2017-06-28 20:01	113	79
2017-06-28 20:01	115	79
2017-06-28 20:02	117	79
2017-06-28 20:03	122	79
2017-06-28 20:04	120	79
2017-06-28 20:04	130	79
2017-06-28 20:05	128	80
2017-06-28 20:06	138	81
2017-06-28 20:07	143	82
2017-06-28 20:07	150	83
2017-06-28 20:08	146	84
2017-06-28 20:09	142	85
2017-06-28 20:10	133	84
2017-06-28 20:10	134	85
2017-06-28 20:11	138	83
2017-06-28 20:12	140	83
2017-06-28 20:13	151	82
2017-06-28 20:13	160	82
2017-06-28 20:14	156	81
2017-06-28 20:15	152	81
2017-06-28 20:16	150	81
2017-06-28 20:16	149	81
2017-06-28 20:17	153	81
2017-06-28 20:18	142	81
2017-06-28 20:19	138	81
2017-06-28 20:19	149	80
2017-06-28 20:20	142	80
2017-06-28 20:21	143	80
2017-06-28 20:22	144	81
2017-06-28 20:22	143	81
2017-06-28 20:23	142	81
2017-06-28 20:24	145	82
2017-06-28 20:25	150	83
2017-06-28 20:25	140	83
2017-06-28 20:26	125	82
2017-06-28 20:27	111	82
2017-06-28 20:28	103	82
2017-06-28 20:28	100	81
2017-06-28 20:29	97	81
2017-06-28 20:30	102	80
2017-06-28 20:31	100	80
2017-06-28 20:31	105	80
2017-06-28 20:32	115	80
2017-06-28 20:33	135	80
2017-06-28 20:34	134	80
2017-06-28 20:34	112	79
2017-06-28 20:35	107	78
2017-06-28 20:36	103	78
2017-06-28 20:37	95	77
2017-06-28 20:37	95	76
2017-06-28 20:38	92	77
2017-06-28 20:39	90	76
2017-06-28 20:40	90	76
2017-06-28 20:40	93	76
2017-06-28 20:41	86	76
2017-06-28 20:42	79	76
2017-06-28 20:43	81	76
2017-06-28 20:43	81	75
2017-06-28 20:44	74	75
2017-06-28 20:45	68	76
2017-06-28 20:46	63	75
2017-06-28 20:46	57	75
2017-06-28 20:47	55	75
2017-06-28 20:48	52	75
2017-06-28 20:49	49	75
2017-06-28 20:49	45	75
2017-06-28 20:50	43	75
2017-06-28 20:51	56	74
2017-06-28 20:52	57	74
2017-06-28 20:52	48	75
2017-06-28 20:53	43	74
2017-06-28 20:54	38	74
2017-06-28 20:55	36	73
2017-06-28 20:55	35	73
2017-06-28 20:56	35	72
2017-06-28 20:57	35	73
2017-06-28 20:58	35	72
2017-06-28 20:58	36	72
2017-06-28 20:59	36	72
2017-06-28 21:00	38	72
2017-06-28 21:01	39	72
2017-06-28 21:01	39	72
2017-06-28 21:02	40	72
2017-06-28 21:03	40	71
2017-06-28 21:04	39	71
2017-06-28 21:04	39	765
2017-06-28 21:05	39	797
2017-06-28 21:06	40	810
2017-06-28 21:07	36	816
2017-06-28 21:07	36	817
2017-06-28 21:08	35	815
2017-06-28 21:09	35	812
2017-06-28 21:10	33	810
2017-06-28 21:10	31	811
2017-06-28 21:11	31	811
2017-06-28 21:12	31	811
2017-06-28 21:13	30	810
2017-06-28 21:13	29	811
2017-06-28 21:14	28	811
2017-06-28 21:15	25	812
2017-06-28 21:16	24	813
2017-06-28 21:16	24	814
2017-06-28 21:17	24	813
2017-06-28 21:18	22	813
2017-06-28 21:19	21	812
2017-06-28 21:19	21	811
2017-06-28 21:20	21	811
2017-06-28 21:21	19	808
2017-06-28 21:22	19	807
2017-06-28 21:22	20	806
2017-06-28 21:23	18	806
2017-06-28 21:24	17	806
2017-06-28 21:25	17	59
2017-06-28 21:25	16	60
2017-06-28 21:26	16	60
2017-06-28 21:27	14	60
2017-06-28 21:28	13	60
2017-06-28 21:28	14	60
2017-06-28 21:29	11	60
2017-06-28 21:30	9	60
2017-06-28 21:31	9	60
2017-06-28 21:31	7	59
2017-06-28 21:32	6	60
2017-06-28 21:33	5	60
2017-06-28 21:34	4	60
2017-06-28 21:34	4	60
2017-06-28 21:35	4	59
2017-06-28 21:36	5	60
2017-06-28 21:37	5	59
2017-06-28 21:37	4	59
2017-06-28 21:38	4	59
2017-06-28 21:39	3	59
2017-06-28 21:40	4	59
2017-06-28 21:40	3	60
2017-06-28 21:41	3	60
